==========================================
1	3	3	3	3	3	3	
2	8	8	8	8	8	8	
3	2	2	2	2	2	2	
4	4	4	4	4	4	4	
5	5	5	5	5	5	5	
6	2	2	2	2	2	2	
8	3	2	2	2	2	2	
15	20	9	8	7	7	7	
16	6	6	6	6	6	6	
20	6	4	3	3	3	3	
26	1	1	1	1	1	1	
29	4	3	3	3	3	3	
30	7	7	7	7	7	7	
32	9	7	7	7	7	7	
33	7	7	7	7	7	7	
62	13	8	7	6	6	7	
65	9	8	8	8	7	7	
66	3	3	3	3	3	3	
67	2	2	2	2	2	2	
70	4	3	3	3	3	3	
71	1	1	1	1	1	1	
73	2	2	2	2	2	2	
78	3	2	2	2	2	2	
85	9	5	4	4	4	4	
86	4	4	4	4	4	4	
87	9	9	9	9	9	9	
89	2	2	2	2	2	2	
91	3	3	3	3	3	3	
93	10	5	5	5	5	5	
94	7	7	7	7	7	7	
97	11	9	8	8	8	8	
98	2	2	2	2	2	2	
130	14	8	7	6	6	6	
135	17	12	10	9	9	8	
139	12	8	8	7	6	6	
140	6	6	6	6	6	6	
143	10	6	5	5	5	5	
147	20	18	18	16	16	16	
148	4	4	4	4	4	4	
149	6	6	6	6	6	6	
150	1	1	1	1	1	1	
153	9	6	6	6	6	6	
155	6	6	6	6	6	6	
160	5	3	3	3	3	3	
161	8	8	8	8	8	8	
167	13	11	11	11	11	11	
182	17	11	9	9	8	7	
183	2	2	2	2	2	2	
184	14	14	14	14	14	14	
189	11	8	7	7	6	6	
193	15	6	6	6	6	6	
194	2	2	2	2	2	2	
209	15	13	11	10	10	9	
210	6	6	6	6	6	6	
213	8	7	6	6	6	6	
214	2	2	2	2	2	2	
224	10	6	5	5	5	5	
225	2	2	2	2	2	2	
226	3	3	3	3	3	3	
229	2	2	2	2	2	2	
231	3	3	3	3	3	3	
232	3	3	3	3	3	3	
235	13	6	6	6	6	6	
239	8	6	6	6	6	6	
240	9	9	9	9	9	9	
243	13	10	9	8	8	8	
244	1	1	1	1	1	1	
247	3	3	3	3	3	3	
257	4	4	4	4	4	4	
261	3	2	2	2	2	2	
263	1	1	1	1	1	1	
264	3	3	3	3	3	3	
282	9	8	7	7	6	6	
285	15	11	9	9	8	8	
287	2	1	1	1	1	1	
291	7	6	6	6	6	6	
292	4	4	4	4	4	4	
297	7	4	4	4	4	4	
303	7	5	5	5	5	5	
304	4	4	4	4	4	4	
306	4	3	3	3	3	3	
310	15	10	10	10	10	10	
314	6	4	4	4	4	4	
319	13	7	7	7	6	6	
320	2	2	2	2	2	2	
327	5	5	5	5	5	5	
328	10	10	10	10	10	10	
329	4	4	4	4	4	4	
330	3	3	3	3	3	3	
331	3	3	3	3	3	3	
333	6	4	4	4	4	4	
334	3	3	3	3	3	3	
339	6	4	3	3	3	3	
341	3	3	3	3	3	3	
344	4	4	4	4	4	4	
345	1	1	1	1	1	1	
346	5	5	5	5	5	5	
363	21	11	10	9	9	8	
364	8	8	8	8	8	8	
365	1	1	1	1	1	1	
368	14	13	13	12	11	11	
372	9	7	7	7	7	7	
373	2	2	2	2	2	2	
374	4	4	4	4	4	4	
375	3	3	3	3	3	3	
376	3	3	3	3	3	3	
377	5	5	5	5	5	5	
379	11	9	9	9	9	9	
380	5	5	5	5	5	5	
413	14	10	8	8	8	8	
417	7	6	6	6	6	6	
418	1	1	1	1	1	1	
421	14	12	12	12	12	12	
427	9	6	5	5	5	5	
428	1	1	1	1	1	1	
429	3	3	3	3	3	3	
440	28	11	10	8	8	8	
441	5	5	5	5	5	5	
443	2	2	2	2	2	2	
446	14	8	6	6	6	6	
448	4	4	4	4	4	4	
449	10	10	10	10	10	10	
485	90	31	22	18	16	13	
486	5	5	5	5	5	5	
487	3	3	3	3	3	3	
550	36	20	14	13	11	10	
551	4	4	4	4	4	4	
553	3	3	3	3	3	3	
555	3	3	3	3	3	3	
556	1	1	1	1	1	1	
557	3	3	3	3	3	3	
558	2	2	2	2	2	2	
564	6	2	2	2	2	2	
583	20	11	9	8	8	8	
584	1	1	1	1	1	1	
585	1	1	1	1	1	1	
586	9	9	9	9	9	9	
589	5	4	4	4	4	4	
590	10	10	10	10	10	10	
592	3	2	2	2	2	2	
593	5	5	5	5	5	5	
602	5	3	3	3	3	3	
604	3	2	2	2	2	2	
605	2	2	2	2	2	2	
606	4	4	4	4	4	4	
607	6	6	6	6	6	6	
608	3	3	3	3	3	3	
609	6	6	6	6	6	6	
610	1	1	1	1	1	1	
616	15	9	8	8	7	7	
619	1	1	1	1	1	1	
620	2	2	2	2	2	2	
622	8	7	7	7	7	7	
626	3	3	3	3	3	3	
627	2	2	2	2	2	2	
628	4	4	4	4	4	4	
649	28	19	17	14	13	13	
661	8	4	4	4	4	4	
673	15	11	9	8	8	7	
674	2	2	2	2	2	2	
675	1	1	1	1	1	1	
676	2	2	2	2	2	2	
678	5	3	3	3	3	3	
680	4	4	4	4	4	4	
681	1	1	1	1	1	1	
682	6	6	6	6	6	6	
684	7	5	5	5	5	5	
685	1	1	1	1	1	1	
690	8	7	7	7	7	7	
718	29	18	15	14	14	13	
719	4	4	4	4	4	4	
721	10	7	7	7	7	7	
723	2	2	2	2	2	2	
726	8	6	6	6	6	6	
728	1	1	1	1	1	1	
730	1	1	1	1	1	1	
731	3	3	3	3	3	3	
732	2	2	2	2	2	2	
733	1	1	1	1	1	1	
740	6	3	3	3	3	3	
747	25	20	17	16	16	15	
764	30	17	14	12	12	11	
766	3	3	3	3	3	3	
778	9	5	4	4	4	4	
779	1	1	1	1	1	1	
780	4	4	4	4	4	4	
781	4	4	4	4	4	4	
783	1	1	1	1	1	1	
784	3	3	3	3	3	3	
786	12	8	8	8	8	8	
788	2	2	2	2	2	2	
790	3	2	2	2	2	2	
791	3	3	3	3	3	3	
792	6	6	6	6	6	6	
795	10	7	6	6	6	6	
796	3	3	3	3	3	3	
797	2	2	2	2	2	2	
798	11	11	11	11	11	11	
802	9	6	6	5	5	5	
810	10	6	6	5	4	4	
814	15	12	10	10	10	10	
817	2	1	1	1	1	1	
830	14	6	5	4	4	4	
833	17	12	12	12	12	12	
842	13	7	6	5	5	5	
844	1	1	1	1	1	1	
845	3	3	3	3	3	3	
847	7	7	7	7	7	7	
848	5	5	5	5	5	5	
850	4	4	4	4	4	4	
853	3	3	3	3	3	3	
863	8	6	6	5	5	5	
867	3	2	2	2	2	2	
870	4	3	3	3	3	3	
875	2	2	2	2	2	2	
876	4	4	4	4	4	4	
878	2	2	2	2	2	2	
879	3	3	3	3	3	3	
880	2	2	2	2	2	2	
881	13	13	13	13	13	13	
882	4	4	4	4	4	4	
905	120	37	24	22	22	22	
907	4	3	3	3	3	3	
908	3	3	3	3	3	3	
909	1	1	1	1	1	1	
912	3	3	3	3	3	3	
913	5	5	5	5	5	5	
914	1	1	1	1	1	1	
915	8	8	8	8	8	8	
930	12	7	6	5	5	5	
931	2	2	2	2	2	2	
933	1	1	1	1	1	1	
934	2	2	2	2	2	2	
941	15	11	11	11	11	11	
942	1	1	1	1	1	1	
943	16	16	16	16	16	16	
945	5	5	5	5	5	5	
946	4	4	4	4	4	4	
947	3	3	3	3	3	3	
954	4	3	3	3	3	3	
970	8	5	5	5	5	5	
971	3	3	3	3	3	3	
972	2	2	2	2	2	2	
973	1	1	1	1	1	1	
976	9	8	8	8	8	8	
977	5	5	5	5	5	5	
982	1	1	1	1	1	1	
983	1	1	1	1	1	1	
985	5	5	5	5	5	5	
992	8	7	6	6	6	6	
998	2	2	2	2	2	2	
1034	43	13	9	8	8	7	
1036	1	1	1	1	1	1	
1037	3	3	3	3	3	3	
1038	2	2	2	2	2	2	
1041	15	10	10	10	10	10	
1057	14	9	9	9	9	8	
1059	3	3	3	3	3	3	
1060	3	3	3	3	3	3	
1061	1	1	1	1	1	1	
1074	43	20	15	13	12	11	
1078	10	7	7	6	6	6	
1084	4	3	3	3	3	3	
1096	20	11	9	8	8	8	
1098	8	7	7	7	7	7	
1099	2	2	2	2	2	2	
1101	1	1	1	1	1	1	
1102	3	3	3	3	3	3	
1132	32	14	10	9	8	7	
1133	2	2	2	2	2	2	
1134	6	6	6	6	6	6	
1138	11	6	5	5	5	5	
1145	19	10	10	10	10	10	
1148	5	5	5	5	5	5	
1158	11	7	6	6	6	6	
1160	5	5	5	5	5	5	
1162	1	1	1	1	1	1	
1163	5	5	5	5	5	5	
1164	2	2	2	2	2	2	
1166	4	4	4	4	4	4	
1172	11	7	6	5	5	5	
1173	4	4	4	4	4	4	
1177	10	8	8	8	8	8	
1188	14	8	8	8	8	8	
1192	4	4	4	4	4	4	
1199	4	4	3	3	3	3	
1212	9	4	4	4	4	4	
1214	2	2	2	2	2	2	
1215	6	6	6	6	6	6	
1216	4	4	4	4	4	4	
1217	8	8	8	8	8	8	
1219	3	2	2	2	2	2	
1226	12	8	7	7	7	7	
1228	2	2	2	2	2	2	
1229	2	2	2	2	2	2	
1233	7	6	5	4	4	4	
1237	3	3	2	2	2	2	
1238	2	2	2	2	2	2	
1239	3	3	3	3	3	3	
1265	19	11	9	8	8	7	
1267	1	1	1	1	1	1	
1272	6	5	4	4	4	4	
1273	5	5	5	5	5	5	
1277	8	6	5	5	5	5	
1329	36	20	15	12	11	9	
1330	3	3	3	3	3	3	
1333	9	9	9	9	9	9	
1340	9	6	4	4	4	4	
1351	12	6	5	5	5	5	
1352	8	8	8	8	8	8	
1353	2	2	2	2	2	2	
1356	3	2	2	2	2	2	
1357	4	4	4	4	4	4	
1358	1	1	1	1	1	1	
1359	7	7	7	7	7	7	
1361	1	1	1	1	1	1	
1363	10	6	6	6	6	6	
1369	16	9	8	7	7	6	
1375	10	6	6	6	6	6	
1380	6	5	4	4	4	4	
1382	7	5	5	5	5	5	
1420	22	11	10	9	9	8	
1421	3	3	3	3	3	3	
1422	3	3	3	3	3	3	
1423	4	4	4	4	4	4	
1424	1	1	1	1	1	1	
1425	1	1	1	1	1	1	
1426	2	2	2	2	2	2	
1440	9	5	5	4	4	4	
1448	20	11	9	8	8	8	
1449	7	7	7	7	7	7	
1463	14	5	4	4	4	4	
1464	3	3	3	3	3	3	
1468	7	6	5	5	5	5	
1469	9	9	9	9	9	9	
1488	17	10	9	8	8	7	
1490	1	1	1	1	1	1	
1491	2	2	2	2	2	2	
1496	14	9	8	8	8	8	
1498	9	8	8	8	8	7	
1501	9	7	7	7	7	7	
1545	31	13	10	9	8	8	
1551	4	3	3	3	3	3	
1554	9	7	7	7	7	7	
1556	2	2	2	2	2	2	
1557	4	4	4	4	4	4	
1558	5	5	5	5	5	5	
1572	3	3	3	3	3	3	
1576	6	6	6	6	5	5	
1577	1	1	1	1	1	1	
1578	1	1	1	1	1	1	
1579	6	6	6	6	6	6	
1584	15	10	10	10	10	10	
1589	5	5	5	4	4	4	
1599	28	16	14	13	12	12	
1603	10	6	5	5	5	5	
1631	38	19	14	13	13	12	
1644	25	12	8	8	8	8	
1645	1	1	1	1	1	1	
1647	2	2	2	2	2	2	
1648	5	5	5	5	5	5	
1655	11	6	5	4	4	4	
1657	5	5	5	5	5	5	
1658	11	11	11	11	11	11	
1662	15	8	7	7	7	7	
1678	37	17	13	11	11	10	
1680	3	3	3	3	3	3	
1683	2	2	2	2	2	2	
1690	7	4	4	4	4	4	
1691	1	1	1	1	1	1	
1700	14	11	10	9	9	9	
1702	4	2	2	2	2	2	
1706	6	5	4	4	4	4	
1713	18	9	7	7	7	7	
1717	7	5	4	4	4	4	
1721	14	11	11	11	11	10	
1722	2	2	2	2	2	2	
1725	3	3	3	3	3	3	
1726	4	4	4	4	4	4	
1727	2	2	2	2	2	2	
1728	1	1	1	1	1	1	
1732	6	5	5	5	5	5	
1764	52	15	11	9	9	9	
1766	13	10	10	10	10	10	
1779	20	9	8	8	7	7	
1780	5	5	5	5	5	5	
1781	10	10	10	10	10	10	
1782	2	2	2	2	2	2	
1785	6	6	6	6	6	6	
1786	3	3	3	3	3	3	
1789	5	3	3	3	3	3	
1790	3	3	3	3	3	3	
1791	3	3	3	3	3	3	
1816	24	15	13	11	10	9	
1817	2	2	2	2	2	2	
1821	1	1	1	1	1	1	
1822	2	2	2	2	2	2	
1823	7	7	7	7	7	7	
1824	2	2	2	2	2	2	
1826	6	4	4	4	4	4	
1827	1	1	1	1	1	1	
1895	73	23	16	13	12	10	
1902	7	6	6	6	5	5	
1903	4	4	4	4	4	4	
1904	3	3	3	3	3	3	
1905	2	2	2	2	2	2	
1908	2	2	2	2	2	2	
1909	2	2	2	2	2	2	
1911	4	4	4	4	4	4	
1915	4	3	3	3	3	3	
1930	23	13	11	10	9	8	
1931	2	2	2	2	2	2	
1934	15	12	12	12	12	12	
1939	5	5	5	4	4	4	
1948	7	3	3	3	3	3	
1950	6	5	5	5	5	5	
1951	4	4	4	4	4	4	
1954	8	4	4	4	4	4	
1956	3	3	3	3	3	3	
1957	1	1	1	1	1	1	
1995	49	15	12	10	9	8	
1996	2	2	2	2	2	2	
2000	9	5	5	5	5	5	
2001	2	2	2	2	2	2	
2002	2	2	2	2	2	2	
2012	50	22	17	15	14	13	
2016	13	11	10	10	10	10	
2017	3	3	3	3	3	3	
2019	2	2	2	2	2	2	
2038	19	13	11	10	9	9	
2039	4	4	4	4	4	4	
2050	19	8	6	6	5	5	
2051	3	3	3	3	3	3	
2057	15	10	9	9	8	8	
2059	1	1	1	1	1	1	
2060	4	4	4	4	4	4	
2061	14	14	14	14	14	14	
2065	5	4	4	4	4	4	
2068	2	2	2	2	2	2	
2075	8	6	5	5	5	5	
2089	9	7	6	6	6	6	
2090	8	8	8	8	8	8	
2091	4	4	4	4	4	4	
2106	22	12	10	10	10	10	
2107	4	4	4	4	4	4	
2108	6	6	6	6	6	6	
2110	11	9	9	9	9	9	
2111	5	5	5	5	5	5	
2112	8	8	8	8	8	8	
2126	63	28	22	22	22	22	
2127	7	7	7	7	7	7	
2129	6	6	6	6	6	6	
2139	10	10	9	9	9	8	
2142	7	6	6	6	6	6	
2146	5	5	5	5	5	5	
2147	4	4	4	4	4	4	
2151	3	2	2	2	2	2	
2152	5	5	5	5	5	5	
2162	3	2	2	2	2	2	
2164	3	3	3	3	3	3	
2169	9	7	6	6	5	5	
2171	6	4	4	4	4	4	
2183	10	5	3	3	3	3	
2192	11	4	4	4	4	4	
2205	16	6	6	6	6	6	
2206	8	8	8	8	8	8	
2208	1	1	1	1	1	1	
2209	3	3	3	3	3	3	
2210	2	2	2	2	2	2	
2211	1	1	1	1	1	1	
2219	13	7	6	6	6	6	
2220	3	3	3	3	3	3	
2233	12	7	6	6	6	6	
2274	24	7	5	5	5	5	
2275	3	3	3	3	3	3	
2276	5	5	5	5	5	5	
2289	10	8	6	6	6	6	
2291	4	3	3	3	3	3	
2292	2	2	2	2	2	2	
2293	1	1	1	1	1	1	
2297	1	1	1	1	1	1	
2322	15	7	7	6	6	6	
2330	23	12	10	9	8	7	
2337	42	21	17	15	14	13	
2352	28	16	12	12	10	9	
2354	1	1	1	1	1	1	
2355	1	1	1	1	1	1	
2361	16	12	10	9	8	8	
2363	2	2	2	2	2	2	
2365	8	6	6	6	6	6	
2366	6	6	6	6	6	6	
2367	1	1	1	1	1	1	
2368	5	5	5	5	5	5	
2370	9	8	7	7	7	7	
2371	5	5	5	5	5	5	
2394	20	12	9	9	9	8	
2396	4	4	4	4	4	4	
2397	6	6	6	6	6	6	
2398	2	2	2	2	2	2	
2401	4	3	3	3	3	3	
2402	4	4	4	4	4	4	
2403	4	4	4	4	4	4	
2404	2	2	2	2	2	2	
2407	6	5	5	5	5	5	
2451	76	26	20	17	16	13	
2461	17	11	9	8	8	7	
2466	15	12	11	11	11	10	
2467	2	2	2	2	2	2	
2468	1	1	1	1	1	1	
2469	2	2	2	2	2	2	
2474	18	13	13	11	11	11	
2475	5	5	5	5	5	5	
2477	17	13	13	12	12	12	
2478	6	6	6	6	6	6	
2479	4	4	4	4	4	4	
2481	3	2	2	2	2	2	
2483	17	13	11	11	11	11	
2503	15	11	10	9	8	8	
2512	17	12	11	11	11	10	
2534	18	11	10	10	10	9	
2536	11	10	10	10	10	10	
2538	3	3	3	3	3	3	
2541	16	11	10	10	10	10	
2543	2	2	2	2	2	2	
2544	6	6	6	6	6	6	
2545	6	6	6	6	6	6	
2547	6	6	6	6	6	6	
2555	8	7	7	7	7	7	
2558	6	6	6	6	6	6	
2559	1	1	1	1	1	1	
2566	12	6	5	5	5	5	
2568	3	3	3	3	3	3	
2570	6	4	4	4	4	4	
2571	4	4	4	4	4	4	
2572	14	14	14	14	14	14	
2573	2	2	2	2	2	2	
2574	4	4	4	4	4	4	
2583	8	8	7	7	7	7	
2593	29	18	15	13	13	12	
2595	3	3	3	3	3	3	
2597	2	2	2	2	2	2	
2602	7	4	4	4	4	4	
2605	5	4	4	4	4	4	
2611	9	6	5	5	5	5	
2614	2	2	2	2	2	2	
2615	3	3	3	3	3	3	
2621	10	9	9	9	9	8	
2622	5	5	5	5	5	5	
2624	1	1	1	1	1	1	
2628	2	2	2	2	2	2	
2631	9	9	7	7	6	6	
2639	11	6	5	4	4	4	
2640	5	5	5	5	5	5	
2641	1	1	1	1	1	1	
2663	19	10	8	7	7	7	
2667	15	8	8	8	8	8	
2668	1	1	1	1	1	1	
2669	2	2	2	2	2	2	
2670	6	6	6	6	6	6	
2671	3	3	3	3	3	3	
2675	7	5	4	4	4	4	
2716	83	28	19	16	14	13	
2718	2	2	2	2	2	2	
2724	8	5	5	5	5	5	
2725	6	6	6	6	6	6	
2726	2	2	2	2	2	2	
2747	21	11	8	8	8	8	
2767	14	6	5	5	5	5	
2770	3	3	3	3	3	3	
2772	5	5	5	5	5	5	
2773	9	9	9	9	9	9	
2777	12	6	5	5	5	5	
2779	2	2	2	2	2	2	
2794	15	7	6	6	6	6	
2801	8	7	6	6	5	5	
2802	4	4	4	4	4	4	
2803	6	6	6	6	6	6	
2804	2	2	2	2	2	2	
2805	8	8	8	8	8	8	
2808	1	1	1	1	1	1	
2813	4	3	3	3	3	3	
2815	6	4	4	4	4	4	
2817	3	3	3	3	3	3	
2822	8	6	6	6	6	6	
2828	4	4	4	4	4	4	
2832	4	3	3	3	3	3	
2833	1	1	1	1	1	1	
2836	16	15	14	13	12	12	
2838	1	1	1	1	1	1	
2839	2	2	2	2	2	2	
2840	4	4	4	4	4	4	
2843	7	6	6	6	6	6	
2849	7	6	5	5	5	5	
