==========================================
0	23	17	16	15	14	13	
1	11	9	7	7	7	7	
2	4	4	4	4	4	4	
3	21	12	12	12	11	11	
4	33	19	17	16	15	15	
5	3	3	3	3	3	3	
6	11	10	9	9	9	9	
7	16	12	11	11	11	11	
8	6	6	6	6	6	6	
9	13	12	12	12	11	11	
10	13	13	13	13	13	12	
11	87	39	32	28	26	19	
12	4	3	3	3	3	3	
13	2	2	2	2	2	2	
14	13	11	11	10	10	9	
15	2	2	2	2	2	2	
16	13	12	11	11	10	10	
17	7	6	6	6	6	6	
18	95	43	32	28	26	18	
19	12	11	11	11	11	11	
20	47	35	28	24	23	18	
21	19	12	9	9	8	8	
22	83	39	31	27	25	18	
23	8	6	5	5	5	5	
24	7	6	5	5	5	5	
25	24	14	14	13	13	12	
26	5	5	5	5	5	5	
27	56	36	31	27	25	19	
28	14	10	10	9	9	8	
29	37	27	24	22	21	17	
30	1	1	1	1	1	1	
31	3	3	3	3	3	3	
32	27	20	19	18	18	16	
33	9	7	7	7	7	7	
34	56	29	21	19	17	15	
35	1	1	1	1	1	1	
36	80	43	34	30	28	20	
37	40	26	20	18	17	16	
38	4	4	4	4	4	4	
39	1	1	1	1	1	1	
40	27	19	17	16	15	14	
41	33	21	18	17	17	16	
42	14	12	10	9	9	9	
43	20	18	16	16	15	15	
44	3	3	3	3	3	3	
45	7	6	6	6	6	6	
46	17	9	8	8	7	7	
47	8	8	7	7	7	7	
48	26	20	18	17	17	15	
49	26	13	10	9	8	8	
50	31	19	17	17	16	15	
51	12	11	10	9	9	9	
52	11	10	9	9	9	9	
53	2	2	2	2	2	2	
54	35	27	21	19	18	16	
55	27	22	21	20	20	17	
56	38	30	26	24	23	18	
57	22	21	19	19	18	18	
58	29	22	21	19	18	16	
59	8	7	7	7	7	7	
60	1	1	1	1	1	1	
61	2	2	2	2	2	2	
62	20	13	12	11	10	10	
63	8	6	6	6	6	6	
64	19	11	10	10	10	9	
65	5	3	3	3	3	3	
66	30	19	15	14	14	12	
67	70	31	25	22	20	17	
68	16	12	12	12	12	12	
69	13	11	10	10	9	9	
70	28	23	22	21	20	18	
71	7	5	5	5	5	5	
72	3	3	3	3	3	3	
73	18	11	11	10	9	9	
74	26	19	17	16	16	15	
75	6	6	6	6	6	6	
76	8	5	5	5	5	5	
77	21	15	13	12	11	11	
78	11	11	10	10	10	10	
79	25	20	17	16	16	15	
80	5	4	4	4	4	4	
81	71	34	28	24	23	18	
82	6	5	4	4	4	4	
83	11	10	10	10	10	10	
84	25	16	13	12	12	11	
85	15	13	13	12	12	11	
86	2	2	2	2	2	2	
87	28	17	15	13	13	11	
88	8	8	8	8	8	8	
89	73	39	31	27	24	18	
90	4	4	4	4	4	4	
91	13	11	10	10	10	9	
92	29	18	13	12	11	10	
93	14	11	11	11	11	11	
94	33	19	16	15	14	12	
95	88	44	33	29	26	18	
96	23	14	12	11	11	11	
97	27	23	22	21	21	18	
98	7	6	6	6	6	6	
99	126	46	35	30	27	19	
100	36	24	22	20	20	17	
101	36	23	19	18	17	15	
102	13	11	10	10	10	10	
103	1	1	1	1	1	1	
104	3	3	3	3	3	3	
105	12	10	9	8	8	8	
106	47	33	28	25	23	18	
107	49	31	24	21	20	17	
108	30	23	18	17	16	14	
109	8	6	6	6	6	6	
110	29	22	19	18	18	17	
111	3	3	3	3	3	3	
112	24	18	16	15	15	14	
113	1	1	1	1	1	1	
114	4	4	4	4	4	4	
115	35	21	17	16	15	14	
116	15	15	14	14	14	14	
117	149	52	36	30	27	19	
118	35	24	19	18	18	17	
119	28	22	21	19	18	16	
120	12	10	10	9	9	9	
121	4	4	4	4	4	4	
122	30	20	18	16	15	14	
123	39	26	23	21	21	18	
124	21	16	15	14	14	13	
125	29	17	14	14	13	13	
126	19	16	16	16	15	15	
127	60	31	27	24	23	18	
128	2	2	2	2	2	2	
129	15	10	10	10	9	9	
130	12	10	10	10	10	9	
131	41	31	26	24	23	19	
132	24	18	17	16	16	14	
133	20	14	13	13	12	11	
134	3	3	3	3	3	3	
135	8	7	6	6	6	6	
136	3	3	3	3	3	3	
137	16	8	8	8	8	8	
138	19	17	15	15	14	14	
139	35	21	18	15	15	13	
140	26	18	15	14	14	13	
141	11	10	9	9	9	9	
142	22	19	19	18	17	17	
143	13	12	12	12	12	12	
144	30	24	21	20	19	17	
145	19	15	15	15	15	15	
146	12	9	9	9	9	9	
147	26	18	17	16	16	15	
148	3	3	3	3	3	3	
149	5	4	4	4	4	4	
150	1	1	1	1	1	1	
151	7	6	6	6	6	6	
152	4	4	4	4	4	4	
153	10	9	9	8	8	8	
154	26	16	13	13	12	11	
155	10	10	9	9	9	9	
156	23	20	18	17	17	16	
157	18	16	15	15	15	14	
158	5	5	5	5	5	5	
159	10	10	10	10	10	10	
160	9	7	6	6	6	6	
161	4	4	4	4	4	4	
