==========================================
0	23	13	11	9	8	6	
1	36	15	11	9	8	6	
2	6	6	6	6	6	5	
3	36	13	11	9	8	6	
4	13	6	6	6	6	5	
5	15	9	7	7	7	6	
6	31	14	10	8	7	6	
7	18	15	12	10	9	6	
8	18	11	8	7	7	5	
9	22	11	10	8	8	6	
10	20	11	9	8	7	6	
11	28	13	10	8	7	6	
12	1	1	1	1	1	1	
13	4	4	4	4	4	4	
14	2	2	2	2	2	2	
15	2	2	2	2	2	2	
16	1	1	1	1	1	1	
17	1	1	1	1	1	1	
18	18	10	8	7	6	5	
19	15	6	5	5	5	5	
20	15	6	5	4	4	4	
21	1	1	1	1	1	1	
22	13	4	4	4	4	4	
23	13	5	4	4	4	4	
24	1	1	1	1	1	1	
25	2	2	2	2	2	2	
26	3	3	3	3	3	3	
27	1	1	1	1	1	1	
28	2	2	2	2	2	2	
29	2	2	2	2	2	2	
30	1	1	1	1	1	1	
31	3	3	3	3	3	3	
32	3	3	3	3	3	3	
33	10	4	4	4	4	4	
34	1	1	1	1	1	1	
35	1	1	1	1	1	1	
36	1	1	1	1	1	1	
37	4	4	4	4	4	4	
38	11	4	4	4	4	4	
39	1	1	1	1	1	1	
40	1	1	1	1	1	1	
41	4	4	4	4	4	4	
42	5	5	4	4	4	4	
43	2	2	2	2	2	2	
44	10	3	3	3	3	3	
45	31	14	11	9	8	6	
46	3	3	3	3	3	3	
47	1	1	1	1	1	1	
48	1	1	1	1	1	1	
49	1	1	1	1	1	1	
50	1	1	1	1	1	1	
51	4	4	3	3	3	3	
52	1	1	1	1	1	1	
53	2	2	2	2	2	2	
54	6	6	5	5	5	5	
55	17	10	8	7	7	5	
56	1	1	1	1	1	1	
57	3	3	3	3	3	3	
58	3	3	3	3	3	3	
59	1	1	1	1	1	1	
60	24	13	11	9	8	6	
61	14	7	7	7	6	5	
62	1	1	1	1	1	1	
63	1	1	1	1	1	1	
64	18	8	6	5	5	5	
65	11	3	3	3	3	3	
66	1	1	1	1	1	1	
67	2	2	2	2	2	2	
68	4	4	3	3	3	3	
69	1	1	1	1	1	1	
70	1	1	1	1	1	1	
71	1	1	1	1	1	1	
72	1	1	1	1	1	1	
73	19	11	7	6	6	5	
74	2	2	2	2	2	2	
75	1	1	1	1	1	1	
76	16	11	9	8	7	5	
77	33	17	12	11	9	6	
78	1	1	1	1	1	1	
79	11	6	6	5	5	5	
80	1	1	1	1	1	1	
81	16	8	6	6	6	5	
82	2	2	2	2	2	2	
83	39	13	11	10	9	6	
84	19	11	8	7	7	6	
85	18	11	8	7	6	5	
86	2	2	2	2	2	2	
87	11	6	5	5	5	5	
88	2	2	2	2	2	2	
89	11	4	4	4	4	4	
90	4	4	4	4	4	4	
91	14	10	8	7	7	6	
92	3	3	3	3	3	3	
93	1	1	1	1	1	1	
94	20	13	11	9	8	6	
95	1	1	1	1	1	1	
96	24	13	10	8	8	6	
97	11	6	6	5	5	5	
98	11	6	6	5	5	5	
99	20	13	10	8	7	6	
100	11	6	5	5	5	5	
101	2	2	2	2	2	2	
102	1	1	1	1	1	1	
103	2	2	2	2	2	2	
104	12	11	7	6	6	5	
105	1	1	1	1	1	1	
106	1	1	1	1	1	1	
107	25	13	11	9	8	6	
108	27	14	11	9	8	6	
109	10	4	4	4	4	4	
